img_pair,is_related
face05508.jpg-face01210.jpg,0.002492457628250122
face05750.jpg-face00898.jpg,0.7440410852432251
face05820.jpg-face03938.jpg,0.5992392301559448
face02104.jpg-face01172.jpg,0.8608220815658569
face02428.jpg-face05611.jpg,0.6280108094215393
face01219.jpg-face00274.jpg,0.03504893183708191
face04262.jpg-face00555.jpg,0.1713971197605133
face03697.jpg-face01892.jpg,0.8820403218269348
face03524.jpg-face00319.jpg,0.4233136475086212
face03410.jpg-face05368.jpg,0.056314319372177124
face00292.jpg-face06004.jpg,0.13342303037643433
face00353.jpg-face01203.jpg,0.31971287727355957
face03140.jpg-face05223.jpg,0.687324047088623
face02915.jpg-face03312.jpg,0.42703884840011597
face03012.jpg-face04103.jpg,0.002174884080886841
face02240.jpg-face02336.jpg,0.9486638307571411
face02131.jpg-face05209.jpg,0.7108699083328247
face04105.jpg-face01209.jpg,0.11103701591491699
face03565.jpg-face02509.jpg,0.9748654365539551
face02836.jpg-face01540.jpg,0.006566226482391357
face02832.jpg-face05386.jpg,0.39015328884124756
face02596.jpg-face02913.jpg,0.01867985725402832
face02231.jpg-face05835.jpg,0.565337598323822
face00451.jpg-face03664.jpg,0.5121906995773315
face01644.jpg-face01682.jpg,0.10265883803367615
face03988.jpg-face03379.jpg,0.878696084022522
face00908.jpg-face05944.jpg,0.054300665855407715
face05117.jpg-face03498.jpg,0.7193003296852112
face05466.jpg-face02942.jpg,0.3720880448818207
face01537.jpg-face00187.jpg,0.07961636781692505
face03609.jpg-face05219.jpg,0.003013134002685547
face04820.jpg-face04526.jpg,0.12176108360290527
face05963.jpg-face00176.jpg,0.4690241813659668
face04372.jpg-face03101.jpg,0.42852938175201416
face01496.jpg-face04980.jpg,0.6893478631973267
face04215.jpg-face01123.jpg,0.0011711716651916504
face02624.jpg-face05000.jpg,0.08445748686790466
face04434.jpg-face03376.jpg,0.8846672773361206
face03417.jpg-face03461.jpg,0.6588009595870972
face03142.jpg-face00593.jpg,0.5736738443374634
face00094.jpg-face04094.jpg,0.9655743837356567
face05700.jpg-face03910.jpg,0.0018108189105987549
face03620.jpg-face03203.jpg,0.8771764039993286
face05074.jpg-face03806.jpg,0.1948237121105194
face03836.jpg-face05917.jpg,0.4088599681854248
face04495.jpg-face02846.jpg,0.680565357208252
face01690.jpg-face01033.jpg,0.03137314319610596
face01766.jpg-face06057.jpg,0.026904314756393433
face04896.jpg-face01845.jpg,0.8373866081237793
face05468.jpg-face04688.jpg,0.020700275897979736
face00293.jpg-face02930.jpg,0.017715901136398315
face05980.jpg-face03965.jpg,0.017638742923736572
face02066.jpg-face01778.jpg,0.001970648765563965
face00710.jpg-face02119.jpg,0.009502291679382324
face03708.jpg-face06116.jpg,0.0009351968765258789
face01825.jpg-face04134.jpg,0.0010702908039093018
face00018.jpg-face03702.jpg,0.019315659999847412
face05351.jpg-face00003.jpg,0.023647427558898926
face03438.jpg-face05696.jpg,0.8010311126708984
face05666.jpg-face02015.jpg,0.014711141586303711
face05517.jpg-face02936.jpg,0.0013749897480010986
face03531.jpg-face01422.jpg,0.5156359672546387
face00762.jpg-face01849.jpg,0.04715520143508911
face00233.jpg-face01504.jpg,0.823421835899353
face02171.jpg-face04218.jpg,0.9544470310211182
face01617.jpg-face00906.jpg,0.3174666166305542
face00656.jpg-face00790.jpg,0.04949498176574707
face01298.jpg-face03118.jpg,0.08464357256889343
face02603.jpg-face05437.jpg,0.3636191487312317
face01623.jpg-face03582.jpg,0.9734340906143188
face00517.jpg-face04211.jpg,0.013216555118560791
face03682.jpg-face04838.jpg,0.0005227923393249512
face05305.jpg-face02194.jpg,7.608532905578613e-05
face00841.jpg-face00906.jpg,0.14548814296722412
face05493.jpg-face02508.jpg,0.007032036781311035
face03948.jpg-face05516.jpg,0.11208030581474304
face05588.jpg-face00543.jpg,0.2998965382575989
face00810.jpg-face02910.jpg,2.6166439056396484e-05
face03021.jpg-face03627.jpg,0.00010699033737182617
face04971.jpg-face01655.jpg,0.0018052160739898682
face04719.jpg-face03788.jpg,0.9452987909317017
face03402.jpg-face04336.jpg,0.9757980108261108
face06068.jpg-face00384.jpg,0.4592685103416443
face04103.jpg-face01972.jpg,0.8028385639190674
face00331.jpg-face00411.jpg,0.02489212155342102
face00854.jpg-face03592.jpg,0.339004248380661
face03343.jpg-face02264.jpg,0.36160945892333984
face01959.jpg-face00060.jpg,0.0005387067794799805
face02928.jpg-face05094.jpg,0.6784595251083374
face00224.jpg-face04154.jpg,0.9239484071731567
face00908.jpg-face05554.jpg,0.019169658422470093
face00575.jpg-face02530.jpg,0.9881950616836548
face00171.jpg-face02170.jpg,0.0026544034481048584
face03640.jpg-face04729.jpg,0.2750059962272644
face00549.jpg-face01264.jpg,0.004252642393112183
face05053.jpg-face04330.jpg,0.002342909574508667
face00099.jpg-face01930.jpg,0.04527866840362549
face04561.jpg-face00921.jpg,0.9401209354400635
face04380.jpg-face03551.jpg,0.0013876259326934814
face02137.jpg-face04891.jpg,0.36206144094467163
face01084.jpg-face02672.jpg,0.014220714569091797
face05050.jpg-face05970.jpg,0.8961507081985474
face04706.jpg-face04695.jpg,0.05018576979637146
face04537.jpg-face00012.jpg,0.37481462955474854
face01741.jpg-face05524.jpg,0.0006433427333831787
face04312.jpg-face04329.jpg,0.009477555751800537
face05177.jpg-face03334.jpg,0.9800168871879578
face02753.jpg-face05441.jpg,0.12117767333984375
face01344.jpg-face03369.jpg,0.010163486003875732
face02149.jpg-face02687.jpg,0.12741819024085999
face01294.jpg-face05177.jpg,0.0004023909568786621
face02458.jpg-face01336.jpg,0.3787674009799957
